reason,new_ministry,news_item_id,title,old_path,new_path
industrial-policy,산업통상자원부,156439775,"한국, WTO내 무역과 환경 논의 강화를 위한 제안서 제출",data/2021/2021-03/2021-03-08/033_미분류_한국_WTO내_무역과_환경_논의_강화를_위한_제안서_제출.md,data/2021/2021-03/2021-03-08/033_산업통상자원부_한국_WTO내_무역과_환경_논의_강화를_위한_제안서_제출.md
ict-export,과학기술정보통신부,156441182,"2월 정보통신기술(ICT) 수출, 전년대비 9개월 연속 수출 증가",data/2021/2021-03/2021-03-15/049_미분류_2월_정보통신기술_ICT_수출_전년대비_9개월_연속_수출_증가.md,data/2021/2021-03/2021-03-15/049_과학기술정보통신부_2월_정보통신기술_ICT_수출_전년대비_9개월_연속_수출_증가.md
industrial-policy,산업통상자원부,156443996,「전기안전관리법」4월 1일 시행,data/2021/2021-03/2021-03-31/067_미분류_전기안전관리법_4월_1일_시행.md,data/2021/2021-03/2021-03-31/067_산업통상자원부_전기안전관리법_4월_1일_시행.md
industrial-policy,산업통상자원부,156445526,"성윤모 장관, 新산업 수출 활성화를 위한 수출역량 점검회의 개최",data/2021/2021-04/2021-04-08/078_미분류_성윤모_장관_산업_수출_활성화를_위한_수출역량_점검회의_개최.md,data/2021/2021-04/2021-04-08/078_산업통상자원부_성윤모_장관_산업_수출_활성화를_위한_수출역량_점검회의_개최.md
industrial-policy,산업통상자원부,156446137,2021년 1분기 및 3월 자동차산업 월간 동향(잠정),data/2021/2021-04/2021-04-13/059_미분류_2021년_1분기_및_3월_자동차산업_월간_동향_잠정.md,data/2021/2021-04/2021-04-13/059_산업통상자원부_2021년_1분기_및_3월_자동차산업_월간_동향_잠정.md
ict-export,과학기술정보통신부,156446345,"3월 ICT수출, 전년 대비 10개월 연속 수출 증가",data/2021/2021-04/2021-04-14/051_미분류_3월_ICT수출_전년_대비_10개월_연속_수출_증가.md,data/2021/2021-04/2021-04-14/051_과학기술정보통신부_3월_ICT수출_전년_대비_10개월_연속_수출_증가.md
kcc-committee-result,방송통신위원회,156449095,2021년 제16차 위원회 결과,data/2021/2021-04/2021-04-27/115_미분류_2021년_제16차_위원회_결과.md,data/2021/2021-04/2021-04-27/115_방송통신위원회_2021년_제16차_위원회_결과.md
kcc-committee-result,방송통신위원회,156451295,2021년 제18차 위원회 결과,data/2021/2021-05/2021-05-12/047_미분류_2021년_제18차_위원회_결과.md,data/2021/2021-05/2021-05-12/047_방송통신위원회_2021년_제18차_위원회_결과.md
ict-export,과학기술정보통신부,156452014,"정보통신기술(ICT) 수출, 역대 4월 수출액 중 1위 달성",data/2021/2021-05/2021-05-17/054_미분류_정보통신기술_ICT_수출_역대_4월_수출액_중_1위_달성.md,data/2021/2021-05/2021-05-17/054_과학기술정보통신부_정보통신기술_ICT_수출_역대_4월_수출액_중_1위_달성.md
kcc-committee-result,방송통신위원회,156452259,2021년 제19차 위원회 결과,data/2021/2021-05/2021-05-18/056_미분류_2021년_제19차_위원회_결과.md,data/2021/2021-05/2021-05-18/056_방송통신위원회_2021년_제19차_위원회_결과.md
industrial-policy,산업통상자원부,156452931,(참고자료)한미(韓美) 호혜적인 배터리 공급망 구축 협력사례 현장방문,data/2021/2021-05/2021-05-24/042_미분류_참고자료_한미_호혜적인_배터리_공급망_구축_협력사례_현장방문.md,data/2021/2021-05/2021-05-24/042_산업통상자원부_참고자료_한미_호혜적인_배터리_공급망_구축_협력사례_현장방문.md
industrial-policy,산업통상자원부,156456367,2021년 5월 자동차산업 월간 동향(잠정),data/2021/2021-06/2021-06-14/025_미분류_2021년_5월_자동차산업_월간_동향_잠정.md,data/2021/2021-06/2021-06-14/025_산업통상자원부_2021년_5월_자동차산업_월간_동향_잠정.md
ict-export,과학기술정보통신부,156456432,"정보통신기술(ICT) 수출, 역대 5월 수출액 중 2위 달성",data/2021/2021-06/2021-06-14/053_미분류_정보통신기술_ICT_수출_역대_5월_수출액_중_2위_달성.md,data/2021/2021-06/2021-06-14/053_과학기술정보통신부_정보통신기술_ICT_수출_역대_5월_수출액_중_2위_달성.md
industrial-policy,산업통상자원부,156458328,국가과학기술자문회의 제16회 심의회의 개최,data/2021/2021-06/2021-06-25/024_미분류_국가과학기술자문회의_제16회_심의회의_개최.md,data/2021/2021-06/2021-06-25/024_산업통상자원부_국가과학기술자문회의_제16회_심의회의_개최.md
kcc-committee-result,방송통신위원회,156459218,2021년 제27차 위원회 결과,data/2021/2021-06/2021-06-30/064_미분류_2021년_제27차_위원회_결과.md,data/2021/2021-06/2021-06-30/064_방송통신위원회_2021년_제27차_위원회_결과.md
kcc-committee-result,방송통신위원회,156460464,2021년 제28차 위원회 결과,data/2021/2021-07/2021-07-07/052_미분류_2021년_제28차_위원회_결과.md,data/2021/2021-07/2021-07-07/052_방송통신위원회_2021년_제28차_위원회_결과.md
industrial-policy,산업통상자원부,156460880,"(공동-참고)'IAEA 후쿠시마 원전 오염수 국제검증, 우리측 전문가 참여'",data/2021/2021-07/2021-07-09/015_미분류_공동_참고_IAEA_후쿠시마_원전_오염수_국제검증_우리측_전문가_참여.md,data/2021/2021-07/2021-07-09/015_산업통상자원부_공동_참고_IAEA_후쿠시마_원전_오염수_국제검증_우리측_전문가_참여.md
ict-export,과학기술정보통신부,156461562,"정보통신기술(ICT) 수출, 역대 상반기 2위 달성으로 본격회복",data/2021/2021-07/2021-07-14/043_미분류_정보통신기술_ICT_수출_역대_상반기_2위_달성으로_본격회복.md,data/2021/2021-07/2021-07-14/043_과학기술정보통신부_정보통신기술_ICT_수출_역대_상반기_2위_달성으로_본격회복.md
industrial-policy,산업통상자원부,156461746,2021년 상반기 및 6월 자동차산업 월간 동향(잠정),data/2021/2021-07/2021-07-15/051_미분류_2021년_상반기_및_6월_자동차산업_월간_동향_잠정.md,data/2021/2021-07/2021-07-15/051_산업통상자원부_2021년_상반기_및_6월_자동차산업_월간_동향_잠정.md
kcc-committee-result,방송통신위원회,156465835,2021년 제33차 위원회 결과,data/2021/2021-08/2021-08-11/059_미분류_2021년_제33차_위원회_결과.md,data/2021/2021-08/2021-08-11/059_방송통신위원회_2021년_제33차_위원회_결과.md
ict-export,과학기술정보통신부,156466029,"정보통신기술(ICT) 수출, 14개월 연속 증가세 기록",data/2021/2021-08/2021-08-12/028_미분류_정보통신기술_ICT_수출_14개월_연속_증가세_기록.md,data/2021/2021-08/2021-08-12/028_과학기술정보통신부_정보통신기술_ICT_수출_14개월_연속_증가세_기록.md
kcc-committee-result,방송통신위원회,156466683,2021년 제34차 위원회 결과,data/2021/2021-08/2021-08-18/034_미분류_2021년_제34차_위원회_결과.md,data/2021/2021-08/2021-08-18/034_방송통신위원회_2021년_제34차_위원회_결과.md
industrial-policy,산업통상자원부,156466866,"군산형 일자리, 전기차 산업 집적지를 향한 힘찬 발걸음",data/2021/2021-08/2021-08-19/036_미분류_군산형_일자리_전기차_산업_집적지를_향한_힘찬_발걸음.md,data/2021/2021-08/2021-08-19/036_산업통상자원부_군산형_일자리_전기차_산업_집적지를_향한_힘찬_발걸음.md
kcc-committee-result,방송통신위원회,156467663,2021년 제36차 위원회 결과,data/2021/2021-08/2021-08-25/045_미분류_2021년_제36차_위원회_결과.md,data/2021/2021-08/2021-08-25/045_방송통신위원회_2021년_제36차_위원회_결과.md
industrial-policy,산업통상자원부,156467906,‘21년 7월 주요유통업체 매출동향,data/2021/2021-08/2021-08-26/045_미분류_21년_7월_주요유통업체_매출동향.md,data/2021/2021-08/2021-08-26/045_산업통상자원부_21년_7월_주요유통업체_매출동향.md
kcc-committee-result,방송통신위원회,156468369,2021년 제38차 위원회 결과,data/2021/2021-08/2021-08-30/047_미분류_2021년_제38차_위원회_결과.md,data/2021/2021-08/2021-08-30/047_방송통신위원회_2021년_제38차_위원회_결과.md
industrial-policy,산업통상자원부,156469700,"(참고자료)걸프협력회의(GCC),* 철강 긴급수입제한(세이프가드) 최종조치 미부과 결정",data/2021/2021-09/2021-09-06/086_미분류_참고자료_걸프협력회의_GCC_철강_긴급수입제한_세이프가드_최종조치_미부과_결정.md,data/2021/2021-09/2021-09-06/086_산업통상자원부_참고자료_걸프협력회의_GCC_철강_긴급수입제한_세이프가드_최종조치_미부과_결정.md
